timestamp,station_id,line_id,co2,pm25,noise_db,humidity,temp_c,passenger_traffic,is_holiday,event_level
2025-10-01 02:00:00,S12,L2,451.79,31.24,51.3,45.13,16.58,298,0,2
2025-10-01 03:00:00,S01,L2,459.76,18.98,42.92,36.43,18.09,271,0,2
2025-10-01 03:00:00,S02,L3,435.62,13.19,44.86,49.73,18.16,236,0,2
2025-10-01 03:00:00,S03,L4,424.71,19.38,44.49,53.56,17.34,195,0,2
2025-10-01 03:00:00,S04,L1,447.63,14.44,45.15,36.16,17.93,223,0,2
2025-10-01 03:00:00,S05,L5,460.89,13.28,47.52,50.61,17.91,209,0,2
2025-10-01 03:00:00,S06,L1,450.41,33.82,45.21,50.15,17.0,189,0,2
2025-10-01 03:00:00,S07,L1,454.85,17.82,47.13,56.36,18.06,209,0,2
2025-10-01 03:00:00,S08,L1,447.52,20.55,45.99,37.27,18.19,290,0,2
2025-10-01 03:00:00,S09,L5,421.01,16.89,46.36,26.33,19.28,210,0,2
2025-10-01 03:00:00,S10,L4,434.11,21.44,40.98,45.64,18.42,207,0,2
2025-10-01 03:00:00,S11,L5,440.59,28.13,45.73,47.16,17.15,253,0,2
2025-10-01 03:00:00,S12,L4,444.03,23.5,47.05,24.75,18.1,283,0,2
2025-10-01 04:00:00,S01,L1,456.03,13.65,45.27,43.85,18.37,192,0,2
2025-10-01 04:00:00,S02,L3,474.56,20.83,43.06,40.25,18.69,234,0,2
2025-10-01 04:00:00,S03,L1,467.41,13.92,52.35,54.18,18.05,266,0,2
2025-10-01 04:00:00,S04,L1,449.1,21.85,41.49,57.67,18.59,187,0,2
2025-10-01 04:00:00,S05,L3,438.47,19.07,36.74,44.4,18.28,282,0,2
2025-10-01 04:00:00,S06,L2,437.88,19.76,39.83,61.32,18.05,204,0,2
2025-10-01 04:00:00,S07,L4,443.79,14.62,47.4,30.64,19.94,197,0,2
2025-10-01 04:00:00,S08,L3,449.73,17.76,43.37,46.99,19.25,239,0,2
2025-10-01 04:00:00,S09,L1,429.75,27.86,49.84,51.62,19.01,236,0,2
2025-10-01 04:00:00,S10,L5,447.25,15.97,45.52,43.48,17.56,192,0,2
2025-10-01 04:00:00,S11,L5,467.18,21.59,44.84,40.07,18.78,287,0,2
2025-10-01 04:00:00,S12,L1,467.95,23.08,47.86,54.0,18.44,298,0,2
2025-10-01 05:00:00,S01,L2,453.28,18.53,46.27,39.4,19.15,201,0,2
2025-10-01 05:00:00,S02,L4,453.05,18.31,42.44,57.78,19.81,207,0,2
2025-10-01 05:00:00,S03,L1,456.32,24.14,46.51,55.99,19.58,201,0,2
2025-10-01 05:00:00,S04,L4,450.42,18.4,43.46,51.82,19.74,213,0,2
2025-10-01 05:00:00,S05,L4,477.31,14.91,42.03,50.95,19.8,216,0,2
2025-10-01 05:00:00,S06,L5,461.04,22.59,48.29,56.58,18.88,264,0,2
2025-10-01 05:00:00,S07,L2,434.32,22.57,44.35,36.03,19.72,204,0,2
2025-10-01 05:00:00,S08,L1,456.67,17.32,44.66,36.75,19.62,254,0,2
2025-10-01 05:00:00,S09,L1,445.4,18.07,46.98,47.44,19.15,275,0,2
2025-10-01 05:00:00,S10,L1,439.7,18.72,41.4,30.52,19.89,254,0,2
2025-10-01 05:00:00,S11,L5,441.6,19.01,46.57,59.75,19.95,200,0,2
2025-10-01 05:00:00,S12,L5,447.64,15.11,42.83,44.81,19.03,190,0,2
2025-10-01 06:00:00,S01,L1,456.75,22.88,45.35,60.33,20.36,256,0,2
2025-10-01 06:00:00,S02,L2,449.19,16.07,44.97,47.24,19.72,231,0,2
2025-10-01 06:00:00,S03,L5,459.71,27.41,48.68,49.98,20.02,211,0,2
2025-10-01 06:00:00,S04,L1,483.93,16.61,46.32,53.72,19.46,259,0,2
2025-10-01 06:00:00,S05,L5,442.35,16.5,39.19,39.01,19.41,252,0,2
2025-10-01 06:00:00,S06,L3,458.98,16.4,49.81,48.42,20.11,206,0,2
2025-10-01 06:00:00,S07,L3,472.67,23.5,40.34,49.92,19.37,210,0,2
2025-10-01 06:00:00,S08,L2,450.08,24.72,50.01,27.87,19.67,265,0,2
2025-10-01 06:00:00,S09,L4,447.1,17.16,44.62,39.01,18.88,220,0,2
2025-10-01 06:00:00,S10,L1,443.52,20.32,43.0,34.32,20.44,181,0,2
2025-10-01 06:00:00,S11,L5,462.21,19.79,39.16,33.75,20.5,192,0,2
2025-10-01 06:00:00,S12,L2,466.97,20.19,45.67,60.51,19.48,244,0,2
2025-10-01 07:00:00,S01,L3,496.01,27.43,52.61,62.55,21.17,512,0,2
2025-10-01 07:00:00,S02,L2,489.52,16.01,53.47,35.35,20.69,447,0,2
2025-10-01 07:00:00,S03,L4,491.48,30.12,52.37,24.61,18.9,506,0,2
2025-10-01 07:00:00,S04,L3,451.81,23.95,48.2,61.29,19.78,478,0,2
2025-10-01 07:00:00,S05,L5,466.78,17.0,43.83,44.67,20.0,401,0,2
2025-10-01 07:00:00,S06,L5,464.85,18.65,48.32,48.67,20.2,438,0,2
2025-10-01 07:00:00,S07,L1,489.96,22.47,50.64,54.55,19.68,520,0,2
2025-10-01 07:00:00,S08,L3,461.38,17.66,47.31,43.93,19.17,414,0,2
2025-10-01 07:00:00,S09,L5,473.49,22.09,48.47,45.35,21.1,419,0,2
2025-10-01 07:00:00,S10,L5,463.16,20.42,53.05,51.14,19.57,426,0,2
2025-10-01 07:00:00,S11,L2,498.94,30.35,48.06,21.98,19.53,487,0,2
2025-10-01 07:00:00,S12,L3,521.86,27.87,52.85,50.77,19.55,464,0,2
2025-10-01 08:00:00,S01,L1,472.37,19.37,45.51,35.44,18.84,411,0,2
2025-10-01 08:00:00,S02,L3,493.91,25.82,46.91,38.53,17.93,405,0,2
2025-10-01 08:00:00,S03,L2,464.8,30.24,52.66,59.8,18.92,481,0,2
2025-10-01 08:00:00,S04,L2,466.15,18.36,52.25,34.63,19.31,494,0,2
2025-10-01 08:00:00,S05,L4,484.96,21.58,47.93,64.09,19.58,471,0,2
2025-10-01 08:00:00,S06,L1,483.13,21.04,51.01,39.08,18.59,520,0,2
2025-10-01 08:00:00,S07,L2,462.67,21.13,51.35,44.5,19.12,469,0,2
2025-10-01 08:00:00,S08,L3,478.37,26.54,49.29,50.01,19.46,474,0,2
2025-10-01 08:00:00,S09,L4,478.48,19.46,48.49,50.43,17.76,416,0,2
2025-10-01 08:00:00,S10,L3,485.7,20.65,53.59,28.72,17.66,515,0,2
2025-10-01 08:00:00,S11,L1,463.63,21.66,53.25,28.38,19.38,515,0,2
2025-10-01 08:00:00,S12,L2,493.29,21.42,51.4,36.4,18.96,485,0,2
2025-10-01 09:00:00,S01,L5,503.18,14.35,54.98,33.7,18.24,513,0,2
2025-10-01 09:00:00,S02,L5,484.97,21.53,52.24,50.77,17.1,495,0,2
2025-10-01 09:00:00,S03,L2,485.02,25.53,56.8,43.44,17.72,510,0,2
2025-10-01 09:00:00,S04,L2,487.36,22.53,52.06,40.12,17.37,512,0,2
2025-10-01 09:00:00,S05,L2,474.39,29.48,55.43,65.75,17.86,494,0,2
2025-10-01 09:00:00,S06,L4,452.18,22.63,50.04,24.62,17.37,502,0,2
2025-10-01 09:00:00,S07,L2,468.79,26.72,52.0,61.76,17.67,434,0,2
2025-10-01 09:00:00,S08,L1,451.58,27.64,53.75,47.36,16.11,448,0,2
2025-10-01 09:00:00,S09,L4,505.42,23.43,52.74,40.85,17.89,428,0,2
2025-10-01 09:00:00,S10,L4,485.74,19.57,48.77,40.41,17.83,444,0,2
2025-10-01 09:00:00,S11,L2,476.36,26.85,52.28,40.22,17.71,428,0,2
2025-10-01 09:00:00,S12,L2,467.46,24.63,48.59,42.3,17.3,451,0,2
2025-10-01 10:00:00,S01,L1,473.69,21.66,48.95,35.78,16.53,278,0,2
2025-10-01 10:00:00,S02,L5,421.04,25.14,41.2,37.26,17.31,231,0,2
2025-10-01 10:00:00,S03,L5,429.76,28.78,45.5,44.44,16.46,222,0,2
2025-10-01 10:00:00,S04,L1,462.26,21.15,48.94,46.09,16.09,292,0,2
2025-10-01 10:00:00,S05,L2,470.66,25.94,51.27,49.71,15.45,254,0,2
2025-10-01 10:00:00,S06,L3,442.92,22.69,43.14,35.1,15.64,184,0,2
2025-10-01 10:00:00,S07,L4,440.48,15.5,44.25,60.3,14.82,224,0,2
2025-10-01 10:00:00,S08,L3,428.85,14.21,45.27,53.23,14.84,235,0,2
2025-10-01 10:00:00,S09,L5,420.73,18.09,43.04,61.69,15.76,194,0,2
2025-10-01 10:00:00,S10,L5,441.02,21.46,43.96,18.03,15.81,204,0,2
2025-10-01 10:00:00,S11,L4,425.0,28.85,42.59,56.27,17.29,180,0,2
2025-10-01 10:00:00,S12,L5,455.01,19.23,45.94,45.14,16.04,267,0,2
2025-10-01 11:00:00,S01,L2,438.97,16.22,44.68,39.53,13.67,226,0,2
2025-10-01 11:00:00,S02,L3,411.32,24.03,50.28,42.45,14.15,259,0,2
2025-10-01 11:00:00,S03,L1,447.07,14.27,45.13,24.27,14.94,272,0,2
2025-10-01 11:00:00,S04,L5,460.32,24.03,49.83,33.89,13.53,219,0,2
2025-10-01 11:00:00,S05,L3,455.06,14.27,43.36,33.71,14.58,231,0,2
2025-10-01 11:00:00,S06,L5,454.18,20.31,42.76,42.6,14.57,196,0,2
2025-10-01 11:00:00,S07,L4,461.16,22.49,42.74,56.59,13.82,266,0,2
2025-10-01 11:00:00,S08,L2,464.82,18.9,41.99,48.26,13.85,258,0,2
2025-10-01 11:00:00,S09,L4,428.87,13.55,43.39,55.49,13.7,250,0,2
2025-10-01 11:00:00,S10,L3,414.69,25.67,49.74,32.2,14.49,216,0,2
2025-10-01 11:00:00,S11,L5,456.83,19.48,44.08,44.03,14.22,257,0,2
2025-10-01 11:00:00,S12,L4,442.87,19.02,45.53,46.14,14.84,236,0,2
2025-10-01 12:00:00,S01,L2,460.55,20.09,41.31,27.9,12.22,245,0,2
2025-10-01 12:00:00,S02,L2,443.58,16.64,46.96,45.18,11.87,264,0,2
2025-10-01 12:00:00,S03,L5,426.14,23.87,47.14,35.22,12.14,264,0,2
2025-10-01 12:00:00,S04,L3,467.9,22.5,46.68,47.56,12.33,191,0,2
2025-10-01 12:00:00,S05,L2,452.31,21.86,44.11,32.2,10.71,266,0,2
2025-10-01 12:00:00,S06,L2,434.59,12.94,41.67,46.87,11.49,198,0,2
2025-10-01 12:00:00,S07,L2,464.6,15.52,42.27,31.48,11.35,240,0,2
2025-10-01 12:00:00,S08,L1,435.68,22.09,45.69,49.93,13.84,238,0,2
2025-10-01 12:00:00,S09,L5,443.04,23.27,51.8,46.22,11.6,204,0,2
2025-10-01 12:00:00,S10,L4,439.76,26.62,50.6,44.65,11.51,243,0,2
2025-10-01 12:00:00,S11,L2,466.15,22.22,47.79,39.38,12.5,263,0,2
2025-10-01 12:00:00,S12,L1,452.36,22.5,45.63,37.73,10.9,279,0,2
2025-10-01 13:00:00,S01,L2,463.0,22.32,47.6,31.65,10.05,282,0,2
2025-10-01 13:00:00,S02,L5,447.63,12.83,46.55,53.34,10.69,239,0,2
2025-10-01 13:00:00,S03,L2,436.49,16.02,47.72,47.08,10.23,297,0,2
2025-10-01 13:00:00,S04,L4,444.06,18.67,45.95,44.6,10.67,197,0,2
2025-10-01 13:00:00,S05,L5,443.19,17.78,45.82,39.84,10.59,251,0,2
2025-10-01 13:00:00,S06,L4,469.8,16.07,44.3,47.22,9.71,258,0,2
2025-10-01 13:00:00,S07,L5,451.03,23.34,49.36,40.6,9.8,234,0,2
2025-10-01 13:00:00,S08,L5,449.67,23.53,47.78,47.67,8.89,237,0,2
2025-10-01 13:00:00,S09,L4,443.0,17.94,52.01,59.09,9.57,237,0,2
2025-10-01 13:00:00,S10,L2,448.14,19.58,45.04,60.8,10.95,287,0,2
2025-10-01 13:00:00,S11,L5,437.52,19.22,42.25,35.81,8.99,242,0,2
2025-10-01 13:00:00,S12,L3,463.08,18.92,42.08,60.51,10.09,236,0,2
2025-10-01 14:00:00,S01,L3,450.94,19.53,40.93,51.75,7.97,210,0,2
2025-10-01 14:00:00,S02,L3,445.71,18.17,54.19,47.89,8.34,294,0,2
2025-10-01 14:00:00,S03,L2,461.72,24.26,42.06,39.45,7.56,199,0,2
2025-10-01 14:00:00,S04,L2,444.12,22.39,47.51,36.68,7.6,270,0,2
2025-10-01 14:00:00,S05,L4,474.78,16.72,49.6,29.84,8.14,232,0,2
2025-10-01 14:00:00,S06,L4,457.84,27.23,45.99,47.86,7.73,233,0,2
2025-10-01 14:00:00,S07,L4,436.52,18.99,40.73,37.02,7.88,229,0,2
2025-10-01 14:00:00,S08,L5,452.03,24.6,46.74,39.82,9.26,269,0,2
2025-10-01 14:00:00,S09,L5,463.02,21.83,43.37,39.69,9.77,228,0,2
2025-10-01 14:00:00,S10,L3,455.02,23.4,43.46,50.84,9.29,218,0,2
2025-10-01 14:00:00,S11,L4,467.3,25.0,48.64,50.07,8.57,248,0,2
2025-10-01 14:00:00,S12,L5,471.94,16.81,46.9,43.33,8.45,282,0,2
2025-10-01 15:00:00,S01,L2,468.22,20.12,45.35,41.07,6.6,242,0,2
2025-10-01 15:00:00,S02,L4,458.72,28.01,47.5,31.4,6.38,242,0,2
2025-10-01 15:00:00,S03,L3,475.46,19.39,46.7,47.19,6.13,265,0,2
2025-10-01 15:00:00,S04,L4,445.94,20.73,46.72,51.08,6.54,272,0,2
2025-10-01 15:00:00,S05,L4,445.14,25.13,47.31,34.73,7.09,297,0,2
2025-10-01 15:00:00,S06,L5,473.24,19.2,46.57,39.41,5.28,248,0,2
2025-10-01 15:00:00,S07,L4,417.62,22.04,41.31,63.81,5.95,255,0,2
2025-10-01 15:00:00,S08,L1,446.46,16.16,45.83,34.79,5.99,190,0,2
2025-10-01 15:00:00,S09,L2,453.31,27.79,48.65,53.72,5.45,290,0,2
2025-10-01 15:00:00,S10,L1,444.88,19.81,42.31,29.74,5.59,213,0,2
2025-10-01 15:00:00,S11,L2,470.22,18.96,41.39,48.52,6.17,238,0,2
2025-10-01 15:00:00,S12,L4,454.35,20.66,45.82,48.43,7.13,215,0,2
2025-10-01 16:00:00,S01,L4,456.08,18.87,44.95,58.29,5.52,212,0,2
2025-10-01 16:00:00,S02,L4,441.24,12.55,48.86,38.24,6.08,182,0,2
2025-10-01 16:00:00,S03,L1,437.09,17.25,47.24,38.19,5.16,224,0,2
2025-10-01 16:00:00,S04,L1,429.72,23.06,39.1,40.48,3.75,279,0,2
2025-10-01 16:00:00,S05,L1,452.4,19.95,43.38,49.25,5.62,276,0,2
2025-10-01 16:00:00,S06,L2,441.29,19.3,46.78,60.03,4.26,205,0,2
2025-10-01 16:00:00,S07,L5,433.65,14.58,43.23,24.58,5.22,199,0,2
2025-10-01 16:00:00,S08,L4,443.23,22.71,47.87,62.98,4.88,265,0,2
2025-10-01 16:00:00,S09,L2,438.98,22.31,45.35,54.25,6.05,239,0,2
2025-10-01 16:00:00,S10,L3,459.86,16.67,45.94,53.95,5.35,201,0,2
2025-10-01 16:00:00,S11,L1,443.14,26.97,52.6,46.98,5.99,279,0,2
2025-10-01 16:00:00,S12,L3,438.35,20.17,42.34,38.49,5.21,193,0,2
2025-10-01 17:00:00,S01,L3,508.89,30.42,52.12,39.26,4.64,473,0,2
2025-10-01 17:00:00,S02,L4,483.2,19.01,51.86,45.38,4.58,450,0,2
2025-10-01 17:00:00,S03,L2,478.79,20.43,51.47,28.31,4.09,409,0,2
2025-10-01 17:00:00,S04,L2,472.93,26.62,46.0,32.74,5.37,413,0,2
2025-10-01 17:00:00,S05,L3,480.38,23.45,56.48,40.41,5.45,508,0,2
2025-10-01 17:00:00,S06,L1,502.27,29.61,48.3,51.52,4.89,501,0,2
2025-10-01 17:00:00,S07,L1,477.19,20.79,52.8,48.96,3.83,444,0,2
2025-10-01 17:00:00,S08,L3,477.11,20.86,53.76,44.74,3.8,408,0,2
2025-10-01 17:00:00,S09,L3,442.02,20.77,53.48,16.51,4.81,401,0,2
2025-10-01 17:00:00,S10,L4,462.54,23.82,53.87,32.05,3.49,413,0,2
2025-10-01 17:00:00,S11,L3,458.48,27.64,52.66,49.77,4.24,481,0,2
2025-10-01 17:00:00,S12,L4,501.31,27.22,51.42,29.43,3.93,490,0,2
2025-10-01 18:00:00,S01,L2,510.31,25.4,51.83,41.51,3.76,493,0,2
2025-10-01 18:00:00,S02,L3,473.47,23.08,53.06,55.3,4.3,478,0,2
2025-10-01 18:00:00,S03,L5,480.66,26.91,55.15,44.63,3.95,499,0,2
2025-10-01 18:00:00,S04,L4,494.34,25.48,47.16,45.79,3.94,505,0,2
2025-10-01 18:00:00,S05,L3,470.83,27.37,57.5,16.04,4.7,441,0,2
2025-10-01 18:00:00,S06,L1,462.84,30.54,47.89,51.13,3.27,435,0,2
2025-10-01 18:00:00,S07,L2,486.96,24.53,55.49,47.17,3.87,496,0,2
2025-10-01 18:00:00,S08,L5,481.22,28.88,52.38,69.03,4.26,485,0,2
2025-10-01 18:00:00,S09,L1,458.41,30.21,53.81,56.87,4.77,463,0,2
2025-10-01 18:00:00,S10,L2,474.48,24.63,49.6,48.03,3.2,462,0,2
2025-10-01 18:00:00,S11,L3,479.96,22.0,56.13,49.22,4.22,443,0,2
2025-10-01 18:00:00,S12,L5,487.64,26.95,48.99,56.89,4.67,489,0,2
2025-10-01 19:00:00,S01,L5,470.0,21.96,49.58,58.76,4.06,401,0,2
2025-10-01 19:00:00,S02,L2,493.12,18.99,45.98,34.04,4.28,410,0,2
2025-10-01 19:00:00,S03,L4,455.59,29.88,49.94,23.47,3.58,462,0,2
2025-10-01 19:00:00,S04,L2,493.29,22.48,59.4,38.12,4.98,488,0,2
2025-10-01 19:00:00,S05,L4,450.16,28.21,47.54,67.91,2.52,457,0,2
2025-10-01 19:00:00,S06,L1,481.36,26.72,52.8,58.84,5.98,437,0,2
2025-10-01 19:00:00,S07,L2,471.74,19.89,51.48,47.81,4.8,439,0,2
2025-10-01 19:00:00,S08,L3,460.37,18.87,51.5,28.07,4.08,460,0,2
2025-10-01 19:00:00,S09,L3,450.92,19.66,54.37,58.92,4.4,454,0,2
2025-10-01 19:00:00,S10,L5,481.29,19.08,50.59,35.18,4.93,442,0,2
2025-10-01 19:00:00,S11,L4,476.88,16.44,49.22,31.66,4.35,434,0,2
2025-10-01 19:00:00,S12,L2,473.16,27.93,52.11,44.8,4.58,415,0,2
2025-10-01 20:00:00,S01,L3,451.55,18.71,44.22,40.71,5.16,195,0,2
2025-10-01 20:00:00,S02,L2,423.44,25.67,42.13,37.98,5.1,204,0,2
2025-10-01 20:00:00,S03,L4,459.22,17.69,42.29,38.07,4.2,215,0,2
2025-10-01 20:00:00,S04,L5,438.19,28.19,46.52,38.27,5.95,256,0,2
2025-10-01 20:00:00,S05,L1,460.53,19.41,48.48,48.1,4.24,286,0,2
2025-10-01 20:00:00,S06,L2,461.58,27.91,44.34,45.44,4.98,226,0,2
2025-10-01 20:00:00,S07,L1,491.1,16.65,45.84,31.3,4.68,270,0,2
2025-10-01 20:00:00,S08,L3,450.73,25.43,41.89,61.78,6.22,185,0,2
2025-10-01 20:00:00,S09,L5,430.82,16.31,42.76,42.96,4.81,217,0,2
2025-10-01 20:00:00,S10,L2,454.83,13.47,43.52,45.34,4.22,261,0,2
2025-10-01 20:00:00,S11,L4,448.77,23.55,37.81,53.34,5.3,193,0,2
2025-10-01 20:00:00,S12,L5,435.34,19.25,45.74,61.73,4.23,216,0,2
2025-10-01 21:00:00,S01,L4,432.95,19.69,46.31,45.76,6.73,223,0,2
2025-10-01 21:00:00,S02,L1,434.41,23.76,41.65,43.89,5.35,212,0,2
2025-10-01 21:00:00,S03,L4,438.53,23.4,40.54,51.09,7.11,194,0,2
2025-10-01 21:00:00,S04,L4,451.92,19.03,46.44,68.19,6.44,242,0,2
2025-10-01 21:00:00,S05,L1,458.23,15.44,46.09,43.48,6.44,199,0,2
2025-10-01 21:00:00,S06,L5,429.61,10.31,46.06,26.64,5.41,218,0,2
2025-10-01 21:00:00,S07,L2,455.98,19.83,43.83,69.93,6.62,195,0,2
2025-10-01 21:00:00,S08,L4,454.85,21.12,44.84,54.19,6.27,257,0,2
2025-10-01 21:00:00,S09,L5,433.62,21.14,43.72,54.92,5.88,208,0,2
2025-10-01 21:00:00,S10,L4,464.73,21.16,45.08,45.28,5.71,237,0,2
2025-10-01 21:00:00,S11,L3,463.17,20.42,50.87,53.18,6.33,290,0,2
2025-10-01 21:00:00,S12,L4,437.14,18.19,43.65,34.35,5.42,219,0,2
2025-10-01 22:00:00,S01,L1,458.26,19.92,45.53,50.3,8.04,258,0,2
2025-10-01 22:00:00,S02,L1,435.09,22.39,45.88,35.61,6.62,277,0,2
2025-10-01 22:00:00,S03,L2,467.92,19.79,43.75,57.19,9.07,213,0,2
2025-10-01 22:00:00,S04,L2,439.38,19.46,43.39,38.87,7.76,210,0,2
2025-10-01 22:00:00,S05,L1,461.86,130.4,45.31,45.03,8.11,200,0,2
2025-10-01 22:00:00,S06,L5,428.3,18.42,48.0,19.46,6.96,240,0,2
2025-10-01 22:00:00,S07,L2,457.31,16.58,46.1,26.98,7.18,216,0,2
2025-10-01 22:00:00,S08,L4,420.5,19.14,44.85,39.54,6.19,189,0,2
2025-10-01 22:00:00,S09,L3,439.0,24.87,46.76,50.79,7.99,280,0,2
2025-10-01 22:00:00,S10,L5,445.03,16.21,43.12,44.73,7.89,264,0,2
2025-10-01 22:00:00,S11,L2,423.88,25.7,40.9,62.12,7.88,234,0,2
2025-10-01 22:00:00,S12,L2,442.36,27.02,48.98,38.31,7.85,262,0,2
2025-10-01 23:00:00,S01,L3,445.11,23.1,53.02,40.12,10.4,285,0,2
2025-10-01 23:00:00,S02,L1,444.6,16.01,48.71,58.02,10.14,201,0,2
2025-10-01 23:00:00,S03,L5,455.05,18.49,52.29,38.22,10.25,275,0,2
2025-10-01 23:00:00,S04,L3,466.33,16.62,42.17,31.53,10.06,236,0,2
2025-10-01 23:00:00,S05,L3,463.06,23.84,49.63,50.37,9.2,269,0,2
2025-10-01 23:00:00,S06,L3,444.44,18.39,49.82,30.78,9.4,244,0,2
2025-10-01 23:00:00,S07,L4,475.28,15.87,45.07,50.56,10.86,190,0,2
2025-10-01 23:00:00,S08,L4,475.81,21.96,47.03,45.57,10.58,274,0,2
2025-10-01 23:00:00,S09,L3,429.37,14.4,42.4,55.73,10.31,183,0,2
2025-10-01 23:00:00,S10,L5,447.28,19.26,42.34,65.56,8.55,255,0,2
2025-10-01 23:00:00,S11,L3,441.61,19.04,48.17,53.16,10.14,253,0,2
2025-10-01 23:00:00,S12,L2,456.16,22.26,50.02,42.51,10.13,240,0,2
2025-10-02 00:00:00,S01,L4,436.19,17.28,44.45,56.73,12.46,297,0,0
2025-10-02 00:00:00,S02,L5,466.77,14.32,43.81,39.71,11.54,235,0,0
2025-10-02 00:00:00,S03,L4,481.95,16.3,41.45,62.02,12.22,191,0,0
2025-10-02 00:00:00,S04,L4,465.99,16.82,42.8,52.53,10.77,222,0,0
2025-10-02 00:00:00,S05,L1,441.92,12.88,43.04,32.76,11.9,289,0,0
2025-10-02 00:00:00,S06,L4,434.22,17.19,44.22,61.7,12.41,268,0,0
2025-10-02 00:00:00,S07,L4,454.3,11.97,43.12,38.9,12.84,284,0,0
2025-10-02 00:00:00,S08,L1,435.25,12.53,43.4,43.79,12.45,238,0,0
2025-10-02 00:00:00,S09,L3,440.53,14.88,46.81,41.27,12.51,221,0,0
2025-10-02 00:00:00,S10,L4,431.92,20.27,38.42,30.82,12.65,290,0,0
2025-10-02 00:00:00,S11,L1,454.45,21.95,41.23,70.58,11.61,264,0,0
2025-10-02 00:00:00,S12,L4,463.2,17.33,45.59,65.62,13.4,232,0,0
2025-10-02 01:00:00,S01,L5,447.07,13.39,39.33,39.49,14.62,226,0,0
2025-10-02 01:00:00,S02,L4,452.53,20.69,45.67,51.96,13.75,260,0,0
2025-10-02 01:00:00,S03,L1,416.72,13.38,39.03,43.06,13.27,206,0,0
2025-10-02 01:00:00,S04,L2,440.4,23.29,45.83,60.13,13.99,298,0,0
2025-10-02 01:00:00,S05,L4,429.01,12.06,40.17,50.82,14.93,195,0,0
2025-10-02 01:00:00,S06,L5,446.51,11.29,48.09,63.85,14.83,282,0,0
2025-10-02 01:00:00,S07,L2,444.07,12.08,42.54,27.32,14.17,219,0,0
2025-10-02 01:00:00,S08,L5,430.29,2.69,40.36,50.14,12.95,232,0,0
